Indicator_Num,Indicator,Symbol,Timeframe,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5,Parameter 6,Parameter 7,Parameter 8,Parameter 9,Parameter 10,TP_Pips,SL_Pips,Spread_Pips,Slippage_Pips,Entry_period,Total_Return,Max_Drawdown,Daily_Drawdown,Win_Rate_%,Total_Trades,Winning_Trades,Losing_Trades,Avg_Win,Avg_Loss,Highest_Win,Highest_Loss,Gross_Profit,Commission,Net_Profit,Profit_Factor,Sharpe_Ratio
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,15,2.000000,0.500000,NA,-0.015500,0.084400,0.000000,13.150000,441,58,383,1.210000,-0.180000,1.620000,-0.830000,70.270000,1.320000,-1.550000,0.997000,-0.015000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,20,2.000000,0.500000,NA,-0.010300,0.084700,0.000000,15.510000,374,58,316,1.210000,-0.220000,1.620000,-0.830000,70.310000,1.120000,-1.030000,1.001000,0.007000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,25,2.000000,0.500000,NA,0.006400,0.088600,0.000000,17.800000,337,60,277,1.210000,-0.260000,1.620000,-0.830000,72.460000,1.010000,0.640000,1.023000,0.114000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,30,2.000000,0.500000,NA,-0.025000,0.097200,0.000000,18.850000,313,59,254,1.210000,-0.290000,1.620000,-0.830000,71.260000,0.940000,-2.500000,0.979000,-0.106000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,40,2.000000,0.500000,NA,-0.002800,0.088900,0.000000,23.080000,247,57,190,1.200000,-0.360000,1.620000,-0.960000,68.600000,0.740000,-0.280000,1.007000,0.031000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,50,2.000000,0.500000,NA,-0.017000,0.105500,0.000000,25.690000,218,56,162,1.210000,-0.420000,1.770000,-0.960000,67.610000,0.650000,-1.700000,0.985000,-0.070000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,60,2.000000,0.500000,NA,-0.030300,0.107400,0.000000,27.780000,180,50,130,1.210000,-0.480000,1.520000,-0.960000,60.400000,0.540000,-3.030000,0.960000,-0.167000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,75,2.000000,0.500000,NA,-0.006400,0.093000,0.000000,32.690000,156,51,105,1.210000,-0.590000,1.520000,-1.240000,61.580000,0.470000,-0.640000,0.997000,-0.011000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,100,2.000000,0.500000,NA,0.003000,0.095400,0.000000,38.660000,119,46,73,1.200000,-0.750000,1.420000,-1.340000,55.370000,0.360000,0.300000,1.012000,0.044000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,125,2.000000,0.500000,NA,-0.012800,0.103500,0.000000,42.720000,103,44,59,1.200000,-0.910000,1.400000,-1.340000,52.770000,0.310000,-1.280000,0.982000,-0.064000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,150,2.000000,0.500000,NA,-0.031200,0.123200,0.000000,46.590000,88,41,47,1.190000,-1.100000,1.400000,-1.690000,48.640000,0.260000,-3.120000,0.945000,-0.188000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,10,2.000000,0.500000,NA,-0.021000,0.097600,0.000000,10.060000,487,49,438,1.340000,-0.150000,1.650000,-0.810000,65.880000,1.460000,-2.100000,0.990000,-0.045000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,15,2.000000,0.500000,NA,-0.012400,0.083100,0.000000,12.160000,403,49,354,1.340000,-0.190000,1.650000,-0.830000,65.840000,1.210000,-1.240000,1.000000,-0.002000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,20,2.000000,0.500000,NA,-0.014600,0.083300,0.000000,14.330000,342,49,293,1.340000,-0.230000,1.650000,-0.830000,65.800000,1.030000,-1.460000,0.993000,-0.030000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,25,2.000000,0.500000,NA,0.013100,0.082600,0.000000,16.500000,309,51,258,1.340000,-0.260000,1.650000,-0.830000,68.410000,0.930000,1.310000,1.034000,0.153000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,30,2.000000,0.500000,NA,-0.006400,0.083900,0.000000,17.730000,282,50,232,1.340000,-0.290000,1.650000,-0.830000,67.030000,0.850000,-0.640000,1.003000,0.014000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,40,2.000000,0.500000,NA,0.012100,0.087200,0.000000,21.430000,224,48,176,1.340000,-0.350000,1.650000,-0.960000,64.130000,0.670000,1.210000,1.030000,0.127000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,50,2.000000,0.500000,NA,-0.023100,0.099300,0.000000,23.500000,200,47,153,1.350000,-0.430000,1.770000,-0.960000,63.420000,0.600000,-2.310000,0.974000,-0.114000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,60,2.000000,0.500000,NA,-0.012200,0.101600,0.000000,26.510000,166,44,122,1.340000,-0.490000,1.560000,-0.960000,58.760000,0.500000,-1.220000,0.988000,-0.048000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,75,2.000000,0.500000,NA,0.001500,0.096800,0.000000,30.560000,144,44,100,1.340000,-0.580000,1.520000,-1.240000,58.780000,0.430000,0.150000,1.010000,0.039000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,100,2.000000,0.500000,NA,-0.014700,0.103900,0.000000,35.190000,108,38,70,1.340000,-0.740000,1.650000,-1.050000,50.900000,0.320000,-1.470000,0.978000,-0.076000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,125,2.000000,0.500000,NA,-0.009000,0.095300,0.000000,40.000000,80,32,48,1.330000,-0.900000,1.590000,-1.270000,42.690000,0.240000,-0.900000,0.985000,-0.043000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,150,2.000000,0.500000,NA,-0.015800,0.106200,0.000000,44.160000,77,34,43,1.330000,-1.080000,1.620000,-1.690000,45.190000,0.230000,-1.580000,0.971000,-0.089000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,10,2.000000,0.500000,NA,-0.038800,0.124300,0.000000,8.150000,368,30,338,1.630000,-0.150000,1.830000,-0.760000,48.910000,1.100000,-3.880000,0.946000,-0.190000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,15,2.000000,0.500000,NA,-0.039800,0.116000,0.000000,9.840000,305,30,275,1.630000,-0.190000,1.830000,-0.760000,48.810000,0.920000,-3.980000,0.941000,-0.209000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,20,2.000000,0.500000,NA,-0.042700,0.122000,0.000000,11.670000,257,30,227,1.630000,-0.230000,1.870000,-0.760000,48.880000,0.770000,-4.270000,0.933000,-0.236000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,25,2.000000,0.500000,NA,0.002700,0.103700,0.000000,13.300000,233,31,201,1.680000,-0.250000,1.870000,-0.760000,51.970000,0.700000,0.270000,1.019000,0.066000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,30,2.000000,0.500000,NA,-0.000200,0.108900,0.000000,14.550000,213,31,181,1.680000,-0.280000,1.870000,-0.760000,51.940000,0.640000,-0.020000,1.012000,0.042000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,40,2.000000,0.500000,NA,-0.017100,0.123700,0.000000,17.130000,181,31,149,1.680000,-0.360000,1.870000,-0.960000,52.170000,0.540000,-1.710000,0.978000,-0.078000
5,005_trend_tema,AUD_USD,1h,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,50,2.000000,0.500000,NA,-0.026600,0.130400,0.000000,19.610000,153,30,122,1.680000,-0.430000,1.870000,-0.960000,50.380000,0.460000,-2.660000,0.958000,-0.146000
