Time,open,high,low,close,volume
2020-01-01 22:00:00,0.70175,0.70214,0.70056,0.70066,2167.99
2020-01-01 23:00:00,0.70068,0.70197,0.70068,0.70188,6022.06
2020-01-02 00:00:00,0.70192,0.70195,0.70134,0.70144,7920.69002
2020-01-02 01:00:00,0.70144,0.70199,0.70134,0.70155,9329.14001
2020-01-02 02:00:00,0.70155,0.70186,0.70134,0.70156,5204.81
2020-01-02 03:00:00,0.70157,0.70169,0.7006,0.70063,4524.6900000000005
2020-01-02 04:00:00,0.70062,0.70083,0.70019,0.70023,3389.17
2020-01-02 05:00:00,0.70023,0.70046,0.69952,0.70019,6138.47
2020-01-02 06:00:00,0.70018,0.7003,0.69955,0.7,5265.89
2020-01-02 07:00:00,0.70003,0.70033,0.69972,0.70008,5174.41
2020-01-02 08:00:00,0.70008,0.70067,0.69993,0.70057,6269.56
2020-01-02 09:00:00,0.70056,0.70059,0.69962,0.69976,5574.889999999999
2020-01-02 10:00:00,0.69976,0.69996,0.69912,0.69971,4789.74
2020-01-02 11:00:00,0.69971,0.69971,0.6983,0.69847,6548.34
2020-01-02 12:00:00,0.69848,0.69928,0.69834,0.6992,6544.63
2020-01-02 13:00:00,0.69918,0.69995,0.69901,0.69965,31894.7898
2020-01-02 14:00:00,0.69967,0.69981,0.69886,0.69918,15775.46006
2020-01-02 15:00:00,0.69918,0.70034,0.69858,0.70025,25544.18004
2020-01-02 16:00:00,0.70027,0.70029,0.69808,0.69816,8221.58
2020-01-02 17:00:00,0.69814,0.69846,0.69786,0.69839,6858.06
2020-01-02 18:00:00,0.69839,0.69847,0.69805,0.69827,5147.88
2020-01-02 19:00:00,0.69827,0.69837,0.69794,0.69819,4861.1900000000005
2020-01-02 20:00:00,0.69819,0.69879,0.69806,0.69865,4420.77
2020-01-02 21:00:00,0.69866,0.69922,0.69861,0.69922,1823.68
2020-01-02 22:00:00,0.69924,0.69927,0.69812,0.69834,2341.27999
2020-01-02 23:00:00,0.69839,0.69866,0.69803,0.69833,4734.71
2020-01-03 00:00:00,0.69833,0.69854,0.69786,0.69835,5768.7
2020-01-03 01:00:00,0.69833,0.69866,0.69731,0.69734,9459.16001
2020-01-03 02:00:00,0.69735,0.69775,0.69659,0.69681,12304.33
2020-01-03 03:00:00,0.69682,0.69701,0.69627,0.69683,8073.66002
2020-01-03 04:00:00,0.69684,0.69715,0.69649,0.69651,3908.32
2020-01-03 05:00:00,0.69651,0.6967,0.69581,0.69604,7054.67
2020-01-03 06:00:00,0.69603,0.69628,0.69578,0.6962,6000.97
2020-01-03 07:00:00,0.69623,0.69641,0.69522,0.69544,8286.38
2020-01-03 08:00:00,0.69543,0.69592,0.695,0.69507,9413.9
2020-01-03 09:00:00,0.69507,0.69511,0.69361,0.69371,8556.8
2020-01-03 10:00:00,0.69371,0.69403,0.69349,0.69369,7236.95
2020-01-03 11:00:00,0.69368,0.6937,0.69304,0.69323,5844.86
2020-01-03 12:00:00,0.69324,0.6949,0.69312,0.69471,7136.72
2020-01-03 13:00:00,0.69471,0.69556,0.69453,0.69454,8694.39
2020-01-03 14:00:00,0.69453,0.69542,0.69439,0.69476,10629.53003
2020-01-03 15:00:00,0.69483,0.69627,0.69483,0.69554,14732.36008
2020-01-03 16:00:00,0.69555,0.69654,0.69536,0.69616,9788.41003
2020-01-03 17:00:00,0.69616,0.69642,0.69614,0.69629,5744.64
2020-01-03 18:00:00,0.69629,0.6963,0.69548,0.69578,6236.09
2020-01-03 19:00:00,0.69577,0.69586,0.69531,0.69586,5095.56
2020-01-03 20:00:00,0.69586,0.69586,0.69524,0.69536,4244.65
2020-01-03 21:00:00,0.69537,0.69545,0.69451,0.69484,2925.30001
2020-01-05 22:00:00,0.69422,0.69429,0.69363,0.69369,2273.12
2020-01-05 23:00:00,0.69368,0.6945,0.69328,0.69436,9881.51001
2020-01-06 00:00:00,0.69437,0.6956,0.69432,0.69529,10797.91001
2020-01-06 01:00:00,0.69529,0.69541,0.69359,0.69402,10880.92002
2020-01-06 02:00:00,0.69401,0.69483,0.69397,0.69464,6209.57
2020-01-06 03:00:00,0.69464,0.69487,0.69404,0.69422,4652.33
2020-01-06 04:00:00,0.69422,0.69454,0.69403,0.69448,4938.53
2020-01-06 05:00:00,0.6945,0.69455,0.69369,0.69371,4487.65
2020-01-06 06:00:00,0.69371,0.69397,0.6933,0.69395,6654.81
2020-01-06 07:00:00,0.69393,0.69482,0.69393,0.69456,7769.13
2020-01-06 08:00:00,0.69457,0.69512,0.69388,0.69456,10400.88
2020-01-06 09:00:00,0.69457,0.69558,0.69457,0.69555,7801.8
2020-01-06 10:00:00,0.69553,0.69577,0.69521,0.69531,5684.52
2020-01-06 11:00:00,0.6953,0.69532,0.69463,0.69476,6738.66
2020-01-06 12:00:00,0.69476,0.69544,0.69467,0.69494,5604.76
2020-01-06 13:00:00,0.69494,0.69503,0.69424,0.69444,6968.86
2020-01-06 14:00:00,0.69444,0.69452,0.69254,0.69278,9941.70002
2020-01-06 15:00:00,0.69278,0.69369,0.6926,0.69334,10177.8
2020-01-06 16:00:00,0.69335,0.6936,0.69288,0.69311,6557.33
2020-01-06 17:00:00,0.6931,0.69354,0.69305,0.69352,4463.2
2020-01-06 18:00:00,0.69351,0.69388,0.69337,0.69355,3417.98
2020-01-06 19:00:00,0.69355,0.69359,0.69318,0.69338,3430.39
2020-01-06 20:00:00,0.6934,0.69403,0.69336,0.69402,3329.73
2020-01-06 21:00:00,0.69402,0.69419,0.69385,0.69395,1466.6
2020-01-06 22:00:00,0.69397,0.69427,0.69364,0.69388,2493.14
2020-01-06 23:00:00,0.69386,0.69392,0.69334,0.69369,8552.90001
2020-01-07 00:00:00,0.69371,0.69393,0.69271,0.69287,8185.7
2020-01-07 01:00:00,0.69287,0.69367,0.69287,0.69322,6881.07
2020-01-07 02:00:00,0.69321,0.69348,0.69279,0.69307,4981.47
2020-01-07 03:00:00,0.69303,0.69385,0.69299,0.69365,4339.35
2020-01-07 04:00:00,0.69365,0.69365,0.69268,0.69274,4536.79
2020-01-07 05:00:00,0.69275,0.69315,0.69122,0.69128,7249.06001
2020-01-07 06:00:00,0.69128,0.69197,0.6905,0.69134,12912.60001
2020-01-07 07:00:00,0.69134,0.69178,0.68983,0.69005,9675.76
2020-01-07 08:00:00,0.69006,0.69128,0.68995,0.6906,12991.26
2020-01-07 09:00:00,0.6906,0.69085,0.68895,0.6893,9285.22
2020-01-07 10:00:00,0.68928,0.68938,0.68771,0.68794,9129.5
2020-01-07 11:00:00,0.68795,0.68803,0.68703,0.68765,6883.78
2020-01-07 12:00:00,0.68767,0.68837,0.68755,0.68758,7277.89
2020-01-07 13:00:00,0.68758,0.68794,0.68652,0.68667,11497.35001
2020-01-07 14:00:00,0.68666,0.68697,0.68637,0.68661,11228.91003
2020-01-07 15:00:00,0.68655,0.68728,0.68617,0.68688,13605.65002
2020-01-07 16:00:00,0.68686,0.68714,0.68602,0.68602,6970.91002
2020-01-07 17:00:00,0.68601,0.6869,0.68592,0.68685,6104.2
2020-01-07 18:00:00,0.68685,0.68713,0.6867,0.68672,4247.84
2020-01-07 19:00:00,0.68673,0.68691,0.68649,0.68688,4800.1900000000005
2020-01-07 20:00:00,0.68688,0.68705,0.68673,0.6868,4328.18
2020-01-07 21:00:00,0.68683,0.68698,0.68616,0.68695,3055.43
2020-01-07 22:00:00,0.68697,0.68707,0.68653,0.68678,2895.38
2020-01-07 23:00:00,0.68679,0.68685,0.68502,0.68598,10641.24001
2020-01-08 00:00:00,0.68597,0.68648,0.68501,0.68594,26203.9901
2020-01-08 01:00:00,0.68593,0.6873,0.68571,0.68655,21663.71008
2020-01-08 02:00:00,0.68656,0.68841,0.68646,0.68766,20915.84005
2020-01-08 03:00:00,0.68767,0.68809,0.68663,0.68716,13855.51004
2020-01-08 04:00:00,0.68715,0.6876,0.68673,0.68696,5308.22
2020-01-08 05:00:00,0.68697,0.68728,0.68676,0.68695,4966.99
2020-01-08 06:00:00,0.68698,0.68759,0.68694,0.68708,4931.58
2020-01-08 07:00:00,0.68709,0.68856,0.68704,0.6882,11530.73
2020-01-08 08:00:00,0.6882,0.6885,0.68724,0.68756,15181.77005
2020-01-08 09:00:00,0.68756,0.68776,0.68704,0.68722,8323.53
2020-01-08 10:00:00,0.68722,0.68734,0.68642,0.68671,9832.22
2020-01-08 11:00:00,0.68672,0.68719,0.68672,0.6871,7433.68
2020-01-08 12:00:00,0.68709,0.6873,0.6859,0.68626,9330.23
2020-01-08 13:00:00,0.68625,0.6869,0.68579,0.68674,9952.28
2020-01-08 14:00:00,0.68674,0.68682,0.68561,0.68577,8077.70001
2020-01-08 15:00:00,0.68578,0.68603,0.68491,0.6855,8039.559999999999
2020-01-08 16:00:00,0.6855,0.68741,0.68492,0.68695,12517.4
2020-01-08 17:00:00,0.68696,0.68793,0.68696,0.68759,8911.37
2020-01-08 18:00:00,0.68758,0.68766,0.68709,0.68715,4651.34
2020-01-08 19:00:00,0.68715,0.68726,0.68691,0.68715,4128.37
2020-01-08 20:00:00,0.68717,0.68721,0.6865,0.68659,5398.25
2020-01-08 21:00:00,0.68661,0.68722,0.68652,0.68657,2793.51
2020-01-08 22:00:00,0.68657,0.68712,0.68637,0.68653,1852.71
2020-01-08 23:00:00,0.68651,0.68759,0.68629,0.68754,4316.780000000001
2020-01-09 00:00:00,0.68754,0.6879,0.68718,0.68735,7841.84
2020-01-09 01:00:00,0.68735,0.68805,0.68688,0.68745,9638.65001
2020-01-09 02:00:00,0.68744,0.68766,0.68707,0.68744,5510.04
2020-01-09 03:00:00,0.68744,0.68751,0.68695,0.6871,4322.97
2020-01-09 04:00:00,0.68709,0.68728,0.68667,0.68722,3586.96
2020-01-09 05:00:00,0.68722,0.68756,0.68711,0.68755,4623.77
2020-01-09 06:00:00,0.68754,0.68766,0.68712,0.68761,5419.83
2020-01-09 07:00:00,0.68761,0.68782,0.68732,0.68755,6317.3
2020-01-09 08:00:00,0.68753,0.68755,0.68627,0.68631,8840.92
2020-01-09 09:00:00,0.6863,0.68644,0.68542,0.68578,9814.98
2020-01-09 10:00:00,0.68578,0.68632,0.68551,0.68627,7009.07
2020-01-09 11:00:00,0.68627,0.68658,0.68578,0.68582,5489.82
2020-01-09 12:00:00,0.68582,0.68677,0.68568,0.6861,8550.73001
2020-01-09 13:00:00,0.68611,0.6867,0.68589,0.68646,7083.46
2020-01-09 14:00:00,0.68646,0.68647,0.68541,0.68617,8082.45
2020-01-09 15:00:00,0.68617,0.68619,0.6851,0.68537,8275.66001
2020-01-09 16:00:00,0.68537,0.68563,0.68509,0.68559,6474.45
2020-01-09 17:00:00,0.68559,0.68563,0.68504,0.68521,4490.52
2020-01-09 18:00:00,0.68521,0.68549,0.68512,0.68526,5119.64
2020-01-09 19:00:00,0.68527,0.68531,0.6851,0.68511,2763.77
2020-01-09 20:00:00,0.68512,0.68558,0.68511,0.68555,2713.98
2020-01-09 21:00:00,0.68556,0.68588,0.68551,0.68587,1119.53
2020-01-09 22:00:00,0.68585,0.68585,0.68528,0.68534,3213.04
2020-01-09 23:00:00,0.68535,0.68566,0.68522,0.68534,3551.46
2020-01-10 00:00:00,0.68535,0.6872,0.6851,0.68588,11701.81002
2020-01-10 01:00:00,0.68589,0.68644,0.68546,0.68551,7958.02
2020-01-10 02:00:00,0.6855,0.68636,0.68535,0.68631,4846.96
2020-01-10 03:00:00,0.68631,0.68697,0.68602,0.68695,3929.41
2020-01-10 04:00:00,0.68696,0.68772,0.68687,0.68724,5208.96
2020-01-10 05:00:00,0.68724,0.68799,0.68706,0.68789,5056.79
2020-01-10 06:00:00,0.68788,0.68827,0.68779,0.68785,4057.42
2020-01-10 07:00:00,0.68785,0.68788,0.68717,0.68778,6170.87
2020-01-10 08:00:00,0.68776,0.68778,0.68704,0.68727,9460.18
2020-01-10 09:00:00,0.68725,0.68778,0.68702,0.68765,6999.9800000000005
