Time,open,high,low,close,volume
2020-01-01 20:00:00,1.29856,1.29915,1.29751,1.29763,7065.73
2020-01-02 00:00:00,1.29763,1.29879,1.2971,1.29873,23082.54002
2020-01-02 04:00:00,1.29872,1.29961,1.29802,1.29867,28036.85
2020-01-02 08:00:00,1.29865,1.30083,1.29689,1.30042,29353.78
2020-01-02 12:00:00,1.30042,1.30081,1.29785,1.29788,99515.39009
2020-01-02 16:00:00,1.29791,1.30044,1.29758,1.29907,54308.62015
2020-01-02 20:00:00,1.29908,1.29916,1.29807,1.29843,17150.36
2020-01-03 00:00:00,1.29844,1.29992,1.29757,1.29941,33383.89004
2020-01-03 04:00:00,1.29936,1.29997,1.29627,1.29642,39666.07
2020-01-03 08:00:00,1.29643,1.30052,1.29612,1.30024,41583.41
2020-01-03 12:00:00,1.30025,1.30053,1.29726,1.29818,44046.92001
2020-01-03 16:00:00,1.29822,1.2999,1.29765,1.29915,40911.19
2020-01-03 20:00:00,1.29916,1.3008,1.29863,1.30007,13699.90002
2020-01-05 20:00:00,1.29882,1.29903,1.29858,1.29896,7365.740009999999
2020-01-06 00:00:00,1.29894,1.29895,1.29766,1.29781,30346.19001
2020-01-06 04:00:00,1.2978,1.29845,1.29751,1.29801,21063.21001
2020-01-06 08:00:00,1.29802,1.29876,1.29642,1.29742,32166.26
2020-01-06 12:00:00,1.2974,1.299,1.29668,1.29735,45589.49
2020-01-06 16:00:00,1.29733,1.29768,1.29604,1.2965,35976.59002
2020-01-06 20:00:00,1.29649,1.29707,1.29606,1.29643,20601.56
2020-01-07 00:00:00,1.29642,1.29671,1.296,1.29658,22123.9
2020-01-07 04:00:00,1.29659,1.29767,1.29622,1.29754,27386.26001
2020-01-07 08:00:00,1.29754,1.29868,1.2957,1.29837,34826.6
2020-01-07 12:00:00,1.29837,1.30297,1.29774,1.30146,57811.70008
2020-01-07 16:00:00,1.30146,1.30184,1.30023,1.30045,29999.86001
2020-01-07 20:00:00,1.30048,1.30083,1.30002,1.30014,18187.35
2020-01-08 00:00:00,1.30013,1.30038,1.29801,1.2983,63895.35009
2020-01-08 04:00:00,1.29829,1.29917,1.29766,1.29839,26749.77001
2020-01-08 08:00:00,1.29839,1.30144,1.29827,1.30126,35784.54
2020-01-08 12:00:00,1.30129,1.30398,1.3009,1.30357,56001.04001
2020-01-08 16:00:00,1.30359,1.30439,1.30219,1.30279,45653.22002
