Time,open,high,low,close,volume
2020-01-01,0.70175,0.70214,0.70056,0.70188,8190.05
2020-01-02,0.70192,0.70199,0.69786,0.69833,188298.00992
2020-01-03,0.69833,0.69866,0.69304,0.69484,167136.35018
2020-01-05,0.69422,0.6945,0.69328,0.69436,12154.63001
2020-01-06,0.69437,0.69577,0.69254,0.69369,153421.10006
2020-01-07,0.69371,0.69393,0.68502,0.68598,183704.73011
2020-01-08,0.68597,0.68856,0.68491,0.68754,230117.27033
2020-01-09,0.68754,0.68805,0.68504,0.68534,139854.84003
2020-01-10,0.68535,0.69112,0.6851,0.69013,149801.34013
2020-01-12,0.68978,0.69059,0.68937,0.69,6386.34
2020-01-13,0.68999,0.69199,0.68947,0.68975,138413.12007
2020-01-14,0.68974,0.69098,0.68853,0.68949,153397.66005
2020-01-15,0.68948,0.69168,0.68773,0.69074,138545.37011
2020-01-16,0.69074,0.69339,0.6888,0.68985,141569.15007
2020-01-17,0.68985,0.69112,0.68708,0.68746,126453.93002
2020-01-19,0.68734,0.68831,0.6873,0.68815,5659.11
2020-01-20,0.68815,0.68887,0.68553,0.68758,88424.18000000001
2020-01-21,0.68759,0.68806,0.68423,0.68475,149812.55007
2020-01-22,0.68475,0.68563,0.68271,0.68415,139667.79006
2020-01-23,0.68415,0.68789,0.68294,0.68486,183807.71029
2020-01-24,0.68484,0.68575,0.68176,0.68226,137882.9901
2020-01-26,0.68134,0.68189,0.68011,0.68013,23818.58016
2020-01-27,0.68014,0.68171,0.6752,0.67619,165178.69023
2020-01-28,0.67619,0.67668,0.67372,0.6764,150719.81008
2020-01-29,0.67639,0.67769,0.67353,0.67535,152810.68012
2020-01-30,0.67534,0.67535,0.67,0.67056,189922.23012
2020-01-31,0.67057,0.67297,0.66829,0.66877,177841.53018
2020-02-02,0.66852,0.66957,0.66843,0.66928,14046.89
2020-02-03,0.66924,0.67071,0.66838,0.66897,173618.71016
2020-02-04,0.66897,0.67424,0.66789,0.67312,174790.57011
2020-02-05,0.67314,0.67743,0.67238,0.67515,175380.72023
2020-02-06,0.67515,0.67653,0.6727,0.67313,138515.78006
2020-02-07,0.67314,0.67314,0.66623,0.66736,153244.17009
