Indicator_Num,Indicator_Name,Entry_Params,Exit_Params,Entry_Combinations,Exit_Combinations,Total_Combinations
365,365_statistical_anomaly,"period, threshold","tp_pips, sl_pips",120,156,18720
366,366_candlestick_pattern_ml,"period, threshold","tp_pips, sl_pips",400,156,62400
367,367_chart_pattern_detector,period,"tp_pips, sl_pips",20,156,3120
368,368_harmonic_pattern,period,"tp_pips, sl_pips",20,156,3120
369,369_elliott_wave_detector,period,"tp_pips, sl_pips",20,156,3120
370,370_wyckoff_accumulation,period,"tp_pips, sl_pips",20,156,3120
371,371_fourier_transform,period,"tp_pips, sl_pips",20,156,3120
372,372_hilbert_transform,period,"tp_pips, sl_pips",20,156,3120
373,373_bandpass_filter,period,"tp_pips, sl_pips",20,156,3120
374,374_adaptive_filter,"period, mu","tp_pips, sl_pips",400,156,62400
375,375_spectral_analysis,"period, threshold","tp_pips, sl_pips",400,156,62400
376,376_shannon_entropy,period,"tp_pips, sl_pips",20,156,3120
377,377_mutual_information,period,"tp_pips, sl_pips",20,156,3120
378,378_transfer_entropy,period,"tp_pips, sl_pips",20,156,3120
379,379_approximate_entropy,period,"tp_pips, sl_pips",20,156,3120
380,380_sample_entropy,"period, threshold","tp_pips, sl_pips",400,156,62400
381,381_kolmogorov_complexity,period,"tp_pips, sl_pips",20,156,3120
382,382_lempel_ziv_complexity,"period, threshold","tp_pips, sl_pips",400,156,62400
383,383_permutation_entropy,period,"tp_pips, sl_pips",20,156,3120
384,384_multiscale_entropy,"period, threshold","tp_pips, sl_pips",400,156,62400
385,385_compression_ratio,"period, threshold","tp_pips, sl_pips",400,156,62400
386,386_correlation_network,"period, threshold","tp_pips, sl_pips",400,156,62400
387,387_graph_centrality,period,"tp_pips, sl_pips",20,156,3120
388,388_network_topology,"period, threshold","tp_pips, sl_pips",400,156,62400
389,389_community_detection,"period, threshold","tp_pips, sl_pips",400,156,62400
390,390_pagerank_signal,period,"tp_pips, sl_pips",20,156,3120
391,391_lyapunov_exponent,"period, threshold","tp_pips, sl_pips",400,156,62400
392,392_attractor_dimension,"period, threshold","tp_pips, sl_pips",400,156,62400
393,393_phase_space_reconstruction,period,"tp_pips, sl_pips",20,156,3120
394,394_bifurcation_detector,period,"tp_pips, sl_pips",20,156,3120
395,395_nonlinear_prediction,period,"tp_pips, sl_pips",20,156,3120
396,396_recurrence_plot,period,"tp_pips, sl_pips",20,156,3120
397,397_recurrence_quantification,period,"tp_pips, sl_pips",20,156,3120
398,398_cross_recurrence,"period, threshold","tp_pips, sl_pips",400,156,62400
399,399_diagonal_line_analysis,"period, threshold","tp_pips, sl_pips",400,156,62400
400,400_recurrence_time,"period, threshold","tp_pips, sl_pips",400,156,62400
401,401_bid_ask_spread,period,"tp_pips, sl_pips",20,156,3120
402,402_order_flow_imbalance,period,"tp_pips, sl_pips",20,156,3120
403,403_market_depth,"period, threshold","tp_pips, sl_pips",400,156,62400
404,404_trade_intensity,"period, threshold","tp_pips, sl_pips",400,156,62400
405,405_price_impact,"period, threshold","tp_pips, sl_pips",400,156,62400
406,406_volume_weighted_spread,"period, threshold","tp_pips, sl_pips",400,156,62400
407,407_effective_spread,period,"tp_pips, sl_pips",20,156,3120
408,408_quoted_spread,"period, threshold","tp_pips, sl_pips",400,156,62400
409,409_roll_measure,"period, threshold","tp_pips, sl_pips",400,156,62400
410,410_amihud_illiquidity,period,"tp_pips, sl_pips",20,156,3120
411,411_volume_synchronized_probability,period,"tp_pips, sl_pips",20,156,3120
412,412_kyle_lambda,"period, threshold","tp_pips, sl_pips",400,156,62400
413,413_hasbrouck_information_share,"period, threshold","tp_pips, sl_pips",400,156,62400
414,414_adverse_selection,period,"tp_pips, sl_pips",20,156,3120
415,415_inventory_risk,period,"tp_pips, sl_pips",20,156,3120
416,416_market_making_spread,period,"tp_pips, sl_pips",20,156,3120
417,417_execution_shortfall,period,"tp_pips, sl_pips",20,156,3120
418,418_implementation_shortfall,period,"tp_pips, sl_pips",20,156,3120
419,419_arrival_price_benchmark,"period, threshold","tp_pips, sl_pips",400,156,62400
420,420_vwap_execution_quality,"period, threshold","tp_pips, sl_pips",400,156,62400
421,421_tick_direction,period,"tp_pips, sl_pips",20,156,3120
422,422_tick_rule,period,"tp_pips, sl_pips",20,156,3120
423,423_quote_rule,period,"tp_pips, sl_pips",20,156,3120
424,424_order_book_imbalance,period,"tp_pips, sl_pips",20,156,3120
425,425_order_book_slope,period,"tp_pips, sl_pips",20,156,3120
426,426_limit_order_book_pressure,period,"tp_pips, sl_pips",20,156,3120
427,427_twap_deviation,"period, threshold","tp_pips, sl_pips",400,156,62400
428,428_participation_rate,"period, threshold","tp_pips, sl_pips",400,156,62400
429,429_urgency_cost,period,"tp_pips, sl_pips",20,156,3120
430,430_latency_arbitrage,period,"tp_pips, sl_pips",20,156,3120
431,431_iceberg_detection,period,"tp_pips, sl_pips",20,156,3120
432,432_pov_algorithm,"period, threshold","tp_pips, sl_pips",400,156,62400
433,433_smart_order_routing,"period, threshold","tp_pips, sl_pips",400,156,62400
434,434_dark_pool_indicator,"period, threshold","tp_pips, sl_pips",400,156,62400
435,435_algo_detection,"period, threshold","tp_pips, sl_pips",400,156,62400
436,436_iceberg_detection,"period, threshold","tp_pips, sl_pips",400,156,62400
437,437_pov_algorithm,"period, target_pov","tp_pips, sl_pips",400,156,62400
438,438_smart_order_routing,"period, threshold","tp_pips, sl_pips",400,156,62400
439,439_dark_pool_activity,"period, threshold","tp_pips, sl_pips",400,156,62400
440,440_algo_trading_detection,"period, threshold","tp_pips, sl_pips",400,156,62400
441,441_market_maker_inventory,period,"tp_pips, sl_pips",20,156,3120
442,442_quote_stuffing,period,"tp_pips, sl_pips",20,156,3120
443,443_spoofing_detection,period,"tp_pips, sl_pips",20,156,3120
444,444_wash_trading,"period, threshold","tp_pips, sl_pips",400,156,62400
445,445_front_running,period,"tp_pips, sl_pips",20,156,3120
446,446_momentum_ignition,period,"tp_pips, sl_pips",20,156,3120
447,447_pump_dump,period,"tp_pips, sl_pips",20,156,3120
448,448_liquidity_hunting,period,"tp_pips, sl_pips",20,156,3120
449,449_order_anticipation,"period, threshold","tp_pips, sl_pips",400,156,62400
450,450_hft_toxicity,period,"tp_pips, sl_pips",20,156,3120
451,451_market_quality_index,"period, threshold","tp_pips, sl_pips",400,156,62400
452,452_microstructure_noise,"period, threshold","tp_pips, sl_pips",400,156,62400
453,453_effective_tick_size,period,"tp_pips, sl_pips",20,156,3120
454,454_realized_volatility_signature,period,"tp_pips, sl_pips",20,156,3120
455,455_price_discovery,period,"tp_pips, sl_pips",20,156,3120
456,456_pin_risk,"period, threshold","tp_pips, sl_pips",400,156,62400
457,457_market_resilience,"period, threshold","tp_pips, sl_pips",400,156,62400
458,458_trade_duration,"period, threshold","tp_pips, sl_pips",400,156,62400
459,459_market_fragmentation,"period, threshold","tp_pips, sl_pips",400,156,62400
460,460_execution_probability,"period, threshold","tp_pips, sl_pips",400,156,62400
461,461_order_flow_toxicity,"period, threshold","tp_pips, sl_pips",400,156,62400
462,462_market_making_profitability,"period, threshold","tp_pips, sl_pips",400,156,62400
463,463_queue_position,"period, threshold","tp_pips, sl_pips",400,156,62400
464,464_liquidity_provision_score,"period, threshold","tp_pips, sl_pips",400,156,62400
465,465_execution_slippage,"period, threshold, oversold","tp_pips, sl_pips",8000,156,1248000
466,466_transaction_cost_analysis,"period, threshold, oversold","tp_pips, sl_pips",8000,156,1248000
467,467_best_execution,"period, threshold","tp_pips, sl_pips",400,156,62400
468,468_venue_selection,"period, threshold","tp_pips, sl_pips",400,156,62400
469,469_order_book_dynamics,"period, threshold","tp_pips, sl_pips",400,156,62400
470,470_high_frequency_momentum,"period, threshold","tp_pips, sl_pips",400,156,62400
471,471_market_impact_model,period,"tp_pips, sl_pips",20,156,3120
472,472_optimal_execution_horizon,"period, threshold","tp_pips, sl_pips",400,156,62400
473,473_trade_aggressiveness,"period, threshold","tp_pips, sl_pips",400,156,62400
474,474_smart_money_flow,"period, threshold","tp_pips, sl_pips",400,156,62400
475,475_market_microstructure_invariance,"period, threshold","tp_pips, sl_pips",400,156,62400
476,476_liquidity_shock,"period, threshold","tp_pips, sl_pips",400,156,62400
477,477_order_flow_persistence,period,"tp_pips, sl_pips",20,156,3120
478,478_market_maker_spread_compression,period,"tp_pips, sl_pips",20,156,3120
479,479_execution_quality_score,"period, oversold","tp_pips, sl_pips",400,156,62400
480,480_venue_toxicity,period,"tp_pips, sl_pips",20,156,3120
481,481_smart_order_flow_detector,period,"tp_pips, sl_pips",20,156,3120
482,482_market_regime_classifier,"period, threshold","tp_pips, sl_pips",400,156,62400
483,483_liquidity_provider_profitability,"period, threshold","tp_pips, sl_pips",400,156,62400
484,484_order_book_pressure_asymmetry,"period, threshold","tp_pips, sl_pips",400,156,62400
485,485_execution_timing_optimizer,"period, multiplier, oversold","tp_pips, sl_pips",2000,156,312000
486,486_volume_profile_analyzer,"period, threshold","tp_pips, sl_pips",400,156,62400
487,487_market_depth_imbalance,"period, threshold, oversold","tp_pips, sl_pips",8000,156,1248000
488,488_trade_size_distribution,"period, threshold","tp_pips, sl_pips",400,156,62400
489,489_price_level_magnetism,"period, threshold","tp_pips, sl_pips",400,156,62400
490,490_liquidity_heatmap_score,"period, threshold","tp_pips, sl_pips",400,156,62400
491,491_order_flow_velocity,"period, threshold","tp_pips, sl_pips",400,156,62400
492,492_market_maker_signal_detection,"period, threshold","tp_pips, sl_pips",400,156,62400
493,493_price_action_footprint,"period, threshold","tp_pips, sl_pips",400,156,62400
494,494_institutional_order_detection,"period, threshold","tp_pips, sl_pips",400,156,62400
495,495_microstructure_alpha_score,"period, threshold","tp_pips, sl_pips",400,156,62400
496,496_advanced_order_flow_composite,"period, threshold","tp_pips, sl_pips",400,156,62400
497,497_market_efficiency_score,"period, oversold","tp_pips, sl_pips",400,156,62400
498,498_liquidity_cycle_detector,"period, multiplier","tp_pips, sl_pips",100,156,15600
499,499_execution_alpha_generator,period,"tp_pips, sl_pips",20,156,3120
500,500_ultimate_microstructure_indicator,"period, threshold","tp_pips, sl_pips",400,156,62400
501,501_fractal_dimension,"period, threshold","tp_pips, sl_pips",400,156,62400
502,502_chaos_theory_signal,"period, threshold","tp_pips, sl_pips",400,156,62400
503,503_strange_attractor_detector,"period, threshold","tp_pips, sl_pips",400,156,62400
504,504_fractal_breakout,"period, threshold","tp_pips, sl_pips",400,156,62400
505,505_nonlinear_dynamics_score,"period, threshold","tp_pips, sl_pips",400,156,62400
506,506_bifurcation_point_detector,period,"tp_pips, sl_pips",20,156,3120
507,507_phase_space_trajectory,"period, threshold","tp_pips, sl_pips",400,156,62400
508,508_recurrence_quantification,"period, threshold","tp_pips, sl_pips",400,156,62400
509,509_multifractal_spectrum,"period, threshold","tp_pips, sl_pips",400,156,62400
510,510_chaos_order_transition,"period, threshold","tp_pips, sl_pips",400,156,62400
511,511_social_sentiment_analyzer,"period, threshold","tp_pips, sl_pips",400,156,62400
512,512_news_impact_score,"period, threshold","tp_pips, sl_pips",400,156,62400
513,513_market_fear_greed_index,"period, threshold","tp_pips, sl_pips",400,156,62400
514,514_alternative_data_composite,"period, threshold","tp_pips, sl_pips",400,156,62400
515,515_behavioral_bias_detector,"period, threshold","tp_pips, sl_pips",400,156,62400
516,516_quantum_superposition,"period, threshold","tp_pips, sl_pips",400,156,62400
517,517_quantum_entanglement_detector,"period, threshold","tp_pips, sl_pips",400,156,62400
518,518_wave_function_collapse,"period, threshold","tp_pips, sl_pips",400,156,62400
519,519_quantum_tunneling_breakout,"period, threshold","tp_pips, sl_pips",400,156,62400
520,520_quantum_probability_field,"period, threshold","tp_pips, sl_pips",400,156,62400
521,521_market_network_centrality,period,"tp_pips, sl_pips",20,156,3120
522,522_price_graph_connectivity,"period, threshold","tp_pips, sl_pips",400,156,62400
523,523_network_clustering_coefficient,"period, threshold","tp_pips, sl_pips",400,156,62400
524,524_graph_community_detection,"period, threshold","tp_pips, sl_pips",400,156,62400
525,525_network_flow_analysis,"period, threshold","tp_pips, sl_pips",400,156,62400
526,526_adversarial_learning_detector,"period, threshold","tp_pips, sl_pips",400,156,62400
527,527_generative_model_signal,"period, threshold","tp_pips, sl_pips",400,156,62400
528,528_contrastive_learning_indicator,"period, threshold","tp_pips, sl_pips",400,156,62400
529,529_self_supervised_pattern,"period, threshold","tp_pips, sl_pips",400,156,62400
530,530_federated_learning_composite,"period, threshold","tp_pips, sl_pips",400,156,62400
531,531_pairs_trading_cointegration,"period, threshold, overbought, oversold","tp_pips, sl_pips",160000,156,24960000
532,532_statistical_arbitrage_signal,"period, threshold","tp_pips, sl_pips",400,156,62400
533,533_market_neutral_strategy,"period, threshold","tp_pips, sl_pips",400,156,62400
534,534_long_short_equity_indicator,"period, multiplier","tp_pips, sl_pips",100,156,15600
535,535_factor_timing_model,"period, multiplier, threshold","tp_pips, sl_pips",2000,156,312000
536,536_multi_strategy_fusion,"period, threshold","tp_pips, sl_pips",400,156,62400
537,537_adaptive_regime_composite,"period, threshold","tp_pips, sl_pips",400,156,62400
538,538_meta_learning_ensemble,"period, overbought, oversold","tp_pips, sl_pips",8000,156,1248000
539,539_dynamic_portfolio_optimizer,"period, threshold","tp_pips, sl_pips",400,156,62400
540,540_ultimate_alpha_generator,"period, threshold","tp_pips, sl_pips",400,156,62400
541,541_risk_parity_allocator,"period, threshold","tp_pips, sl_pips",400,156,62400
542,542_volatility_targeting_strategy,"period, multiplier, threshold","tp_pips, sl_pips",2000,156,312000
543,543_tail_risk_hedging_signal,"period, threshold","tp_pips, sl_pips",400,156,62400
544,544_black_swan_detector,"period, threshold","tp_pips, sl_pips",400,156,62400
545,545_crisis_alpha_generator,"period, threshold","tp_pips, sl_pips",400,156,62400
546,546_sentiment_momentum_fusion,"period, threshold","tp_pips, sl_pips",400,156,62400
547,547_cross_asset_correlation_signal,"period, threshold","tp_pips, sl_pips",400,156,62400
548,548_macro_economic_indicator,"period, threshold","tp_pips, sl_pips",400,156,62400
549,549_intermarket_analysis_composite,"period, threshold","tp_pips, sl_pips",400,156,62400
550,550_global_risk_appetite_index,"period, threshold","tp_pips, sl_pips",400,156,62400
551,551_adaptive_intelligence_system,"period, threshold","tp_pips, sl_pips",400,156,62400
552,552_market_dna_analyzer,"period, threshold","tp_pips, sl_pips",400,156,62400
553,553_predictive_pattern_engine,"period, threshold","tp_pips, sl_pips",400,156,62400
554,554_quantum_market_state,"period, threshold","tp_pips, sl_pips",400,156,62400
555,555_neural_alpha_extractor,period,"tp_pips, sl_pips",20,156,3120
561,561_cognitive_market_intelligence,period,"tp_pips, sl_pips",20,156,3120
562,562_holistic_market_synthesizer,"period, fast_period, slow_period","tp_pips, sl_pips",8000,156,1248000
563,563_transcendent_alpha_engine,period,"tp_pips, sl_pips",20,156,3120
564,564_omniscient_market_oracle,"period, multiplier","tp_pips, sl_pips",100,156,15600
565,565_ultimate_convergence_master,"period, fast_period, slow_period","tp_pips, sl_pips",8000,156,1248000
566,566_quantum_consciousness_field,period,"tp_pips, sl_pips",20,156,3120
567,567_hyperdimensional_market_mapper,period,"tp_pips, sl_pips",20,156,3120
568,568_evolutionary_market_genome,period,"tp_pips, sl_pips",20,156,3120
569,569_neural_plasticity_indicator,"period, threshold","tp_pips, sl_pips",400,156,62400
570,570_cosmic_market_resonance,period,"tp_pips, sl_pips",20,156,3120
571,571_singularity_convergence_detector,"period, threshold","tp_pips, sl_pips",400,156,62400
572,572_infinite_wisdom_aggregator,period,"tp_pips, sl_pips",20,156,3120
573,573_universal_truth_extractor,"period, multiplier","tp_pips, sl_pips",100,156,15600
574,574_absolute_certainty_engine,"period, multiplier, threshold, overbought, oversold","tp_pips, sl_pips",800000,156,124800000
575,575_omnipotent_market_force,period,"tp_pips, sl_pips",20,156,3120
576,576_eternal_market_equilibrium,period,"tp_pips, sl_pips",20,156,3120
577,577_divine_market_providence,period,"tp_pips, sl_pips",20,156,3120
578,578_supreme_alpha_synthesis,period,"tp_pips, sl_pips",20,156,3120
579,579_ultimate_reality_matrix,period,"tp_pips, sl_pips",20,156,3120
580,580_infinite_perfection_indicator,"period, multiplier","tp_pips, sl_pips",100,156,15600
581,581_transcendental_market_vision,period,"tp_pips, sl_pips",20,156,3120
582,582_primordial_chaos_order,period,"tp_pips, sl_pips",20,156,3120
583,583_celestial_harmony_detector,period,"tp_pips, sl_pips",20,156,3120
584,584_metaphysical_momentum_engine,period,"tp_pips, sl_pips",20,156,3120
585,585_zenith_alpha_culmination,period,"tp_pips, sl_pips",20,156,3120
586,586_omniversal_intelligence_core,period,"tp_pips, sl_pips",20,156,3120
587,587_master_synthesis_nexus,period,"tp_pips, sl_pips",20,156,3120
588,588_absolute_dominance_indicator,period,"tp_pips, sl_pips",20,156,3120
589,589_infinite_intelligence_nexus,period,"tp_pips, sl_pips",20,156,3120
590,590_grand_unification_theory,period,"tp_pips, sl_pips",20,156,3120
591,591_ultimate_enlightenment_engine,"period, threshold","tp_pips, sl_pips",400,156,62400
592,592_supreme_mastery_indicator,"period, multiplier","tp_pips, sl_pips",100,156,15600
593,593_infinite_potential_maximizer,period,"tp_pips, sl_pips",20,156,3120
594,594_omniscient_prediction_oracle,period,"tp_pips, sl_pips",20,156,3120
595,595_ultimate_convergence_singularity,period,"tp_pips, sl_pips",20,156,3120
596,596_apex_alpha_supremacy,"period, multiplier","tp_pips, sl_pips",100,156,15600
597,597_transcendent_wisdom_culmination,period,"tp_pips, sl_pips",20,156,3120
598,598_eternal_alpha_genesis,period,"tp_pips, sl_pips",20,156,3120
599,599_cosmic_perfection_synthesis,period,"tp_pips, sl_pips",20,156,3120
600,600_the_ultimate_master_indicator,period,"tp_pips, sl_pips",20,156,3120
